species_code,taxocode,scientific_name,english_name,french_name,spanish_name,arabic_name,chinese_name,russian_name,author,family,order,stats_data,isscaap_code,isscaap_group_en,isscaap_group_fr,isscaap_group_es,isscaap_division_code,isscaap_division_en,isscaap_division_fr,isscaap_division_es
CTT,1400203001,Catla catla,Catla,,,,,Катля,(Hamilton 1822),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
TCS,1400203101,Catlocarpio siamensis,Giant barb,,,,,,Boulenger 1898,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
HEO,1400203302,Chela laubuca,Indian glass barb,,,,,,(Hamilton 1822),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
FCG,1400203501,Ctenopharyngodon idellus,Grass carp(=White amur),Carpe herbivore(=chinoise),Carpa china,شبّوط  الأعشاب، مبروك الأعشاب,草鱼,Амур белый,(Valenciennes 1844),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
YCA,1400203602,Cyclocheilichthys apogon,Beardless barb,,,,,Барбус апогон,(Valenciennes 1842),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
DAE,1400203701,Danio aequipinnatus,Giant danio,,,,,,(McClelland 1839),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
DAV,1400203704,Danio devario,Sind danio,,,,,,(Hamilton 1822),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
DAI,1400203706,Danio rerio,Zebra danio,,,,,,(Hamilton 1822),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
DAF,1400203708,Danio frankei,Leopard danio,,,,,,(Meinken 1963),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
ABI,1400203901,Alburnoides bipunctatus,Schneider,Spirlin,,,,,(Bloch 1782),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
GIN,1400204101,Gila nigrescens,Chihuahua chub,,,,,,(Girard 1856),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
GIA,1400204102,Gila atraria,Utah chub,,,,,,(Girard 1856),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
GIB,1400204103,Gila bicolor,Tui chub,,,,,,(Girard 1856),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
GIC,1400204104,Gila cypha,Humpback chub,,,,,,Miller 1946,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
GIE,1400204105,Gila elegans,Bonytail,,,,,,Baird & Girard 1853,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
GIR,1400204106,Gila robusta,Roundtail chub,,,,,,Baird & Girard 1853,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
HML,1400204202,Hampala macrolepidota,Hampala barb,,,,,,Kuhl & Van Hasselt 1823,Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
SVC,1400204301,Hypophthalmichthys molitrix,Silver carp,Carpe argentée,Carpa plateada,,鲢,Толстолобик белый,(Valenciennes 1844),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
BIC,1400204302,Hypophthalmichthys nobilis,Bighead carp,Carpe à grosse tête,Carpa cabezona,,鳙,Толстолобик пестрый,(Richardson 1845),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
HXP,14002043XX,Hypophthalmichthys spp,"Silver, bighead carps nei",Carpes nca,Carpas nep,,,,,Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
LZF,1400204403,Labiobarbus festivus,Signal barb,,,,,,(Heckel 1843),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
QNG,1400204702,Anabarilius grahami,Kanglang fish,,,,鱇浪白魚,,(Regan 1908),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NMC,1400204901,Notemigonus crysoleucas,Golden shiner,,,,,,(Mitchill 1814),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
FCN,1400205101,Osteochilus hasselti,Nilem carp,,,,,Остиохил Хассельта,(Valenciennes 1842),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
PGC,1400205201,Pogonichthys macrolepidotus,Splittail,,,,,,(Ayres 1854),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
PRJ,1400205301,Probarbus jullieni,Isok barb,,,,,Карп Джульена (=пробарбус),Sauvage 1880,Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
PTI,1400205501,Ptychocheilus grandis,Sacramento squawfish,,,,,,(Ayres 1854),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
RAD,1400205701,Rasbora daniconius,Slender rasbora,,,,,,(Hamilton 1822),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
RST,1400205703,Rasbora heteromorpha,Harlequin rasbora,,,,,,Duncker 1904,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
RSR,1400205705,Rasbora rasbora,Gangetic scissortail rasbora,,,,,,(Hamilton 1822),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
RSZ,1400205706,Rasbora argyrotaenia,Silver rasbora,,,,,Расбора серебренная,(Bleeker 1850),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
RSV,1400205707,Rasbora einthovenii,Brilliant rasbora,,,,,,(Bleeker 1851),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
RWS,1400205708,Rasbora elegans,Twospot rasbora,,,,,,Volz 1903,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
TOB,1400205901,Tor tambroides,Thai mahseer,,,,似野结鱼,,(Bleeker 1854),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
PTP,1400205902,Tor putitora,Putitor mahseer,,,,,,(Hamilton 1822),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
PTT,1400205903,Tor tor,Tor barb,Barbeau tor,Barbo tor,,结鱼,,(Hamilton 1822),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
TZD,1400205906,Tor douronensis,Semah mahseer,,,,大鳞结鱼,Махсир,(Valenciennes 1842),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
BLO,1400206303,Barilius bola,Trout barb,,,,,,(Hamilton 1822),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTA,1400206501,Notropis atherinoides,Emerald shiner,,,,,,Rafinesque 1818,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTB,1400206502,Notropis bairdi,Red River shiner,,,,,,Hubbs & Ortenburger 1929,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTP,1400206503,Notropis boops,Bigeye shiner,,,,,,Gilbert 1884,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTD,1400206504,Notropis dorsalis,Bigmouth shiner,,,,,,(Agassiz 1854),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTG,1400206505,Notropis girardi,Arkansas River shiner,,,,,,Hubbs & Ortenburger 1929,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTE,1400206506,Notropis heterodon,Blackchin shiner,,,,,,(Cope 1865),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTR,1400206507,Notropis heterolepis,Blacknose shiner,,,,,,Eigenmann & Eigenmann 1893,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTU,1400206508,Notropis hudsonius,Spottail shiner,,,,,,(Clinton 1824),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTL,1400206509,Notropis longirostris,Longnose shiner,,,,,,(Hay 1881),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTN,1400206510,Notropis lutipinnis,Yellowfin shiner,,,,,,(Jordan & Brayton 1878),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTS,1400206511,Notropis nubilus,Ozark minnow,,,,,,(Forbes 1878),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTQ,1400206512,Notropis rubellus,Rosyface shiner,,,,,,(Agassiz 1850),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NTI,1400206513,Notropis rupestris,Bedrock shiner,,,,,,Page 1987,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NRS,1400206514,Notropis signipinnis,Flagfin shiner,,,,,,Bailey & Suttkus 1952,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NRT,1400206515,Notropis stramineus,Sand shiner,,,,,,(Cope 1865),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NRX,1400206516,Notropis texanus,Weed shiner,,,,,,(Girard 1856),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
NRV,1400206517,Notropis volucellus,Mimic shiner,,,,,,(Cope 1865),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
HME,1400206601,Hemibarbus labeo,Barbel steed,,,,唇(鱼骨),,(Pallas 1776),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
UMM,1400206602,Hemibarbus maculatus,Spotted steed,,,,花(鱼骨),,Bleeker 1871,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
ROG,1400206701,Rohtee ogilbii,Vatani rohtee,,,,,,Sykes 1839,Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
ABO,1400206802,Amblypharyngodon mola,Mola carplet,,,,磨齿钝齿鱼,,(Hamilton 1822),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
ABL,1400206803,Amblypharyngodon melettinus,Attentive carplet,,,,,,(Valenciennes 1844),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
ENA,1400207001,Rastrineobola argentea,Silver cyprinid,,,,,,(Pellegrin 1904),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
AHT,1400207202,Acanthobrama terraesanctae,Kinneret bleak,,,,,,Steinitz 1952,Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
PMP,1400207301,Pimephales promelas,Fathead minnow,Tête de boule,,,,,Rafinesque 1820,Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
HSY,1400207501,Hesperoleucus symmetricus,California roach,,,,,,(Baird & Girard 1854),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
WAB,1400207601,Parabramis pekinensis,White amur bream,Brème de Pékin,Brema de Pekín,أبراميس بِّكين,长春鳊,,(Basilewsky 1855),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
SQK,1400207701,Squaliobarbus curriculus,Barbel chub,,,,赤眼鳟,,(Richardson 1846),Cyprinidae,Cypriniformes,No,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
ZAP,1400207901,Zacco platypus,Freshwater minnow,,,,,,(Temminck & Schlegel 1846),Cyprinidae,Cypriniformes,Yes,11.0,"Carps, barbels and other cyprinids","Carpes, barbeaux et autres cyprinidés","Carpas, barbos y otros ciprínidos",1.0,Freshwater fishes,Poissons d'eau douce,Peces de agua dulce
